Document,Region,Frequency Band
48.pdf,Frontopolar site,Theta
48.pdf,Frontopolar site,Alpha
48.pdf,Frontopolar site,Beta
48.pdf,Frontopolar site,Alpha
48.pdf,Nose-tip,Alpha
48.pdf,Nose-tip,Theta
48.pdf,Nose-tip,Alpha
48.pdf,Nose-tip,Beta
48.pdf,Nose-tip,Alpha
48.pdf,Electrode layout,Alpha
48.pdf,Electrode layout,Theta
48.pdf,Electrode layout,Alpha
48.pdf,Electrode layout,Beta
48.pdf,Electrode layout,Alpha
48.pdf,Brain,Alpha
48.pdf,Brain,Theta
48.pdf,Brain,Alpha
48.pdf,Brain,Beta
48.pdf,Brain,Alpha
48.pdf,Frontal,Alpha
48.pdf,Frontal,Theta
48.pdf,Frontal,Alpha
48.pdf,Frontal,Beta
48.pdf,Frontal,Alpha
48.pdf,Central,Alpha
48.pdf,Central,Theta
48.pdf,Central,Alpha
48.pdf,Central,Beta
48.pdf,Central,Alpha
48.pdf,Motor,Alpha
48.pdf,Motor,Theta
48.pdf,Motor,Alpha
48.pdf,Motor,Beta
48.pdf,Motor,Alpha
48.pdf,Parietal,Alpha
48.pdf,Parietal,Theta
48.pdf,Parietal,Alpha
48.pdf,Parietal,Beta
48.pdf,Parietal,Alpha
48.pdf,Temporal,Alpha
48.pdf,Temporal,Theta
48.pdf,Temporal,Alpha
48.pdf,Temporal,Beta
48.pdf,Temporal,Alpha
48.pdf,Occipital,Alpha
42.pdf,Frontal,Alpha
42.pdf,Frontal,Theta
42.pdf,Frontal,Alpha
42.pdf,Frontal,Beta
42.pdf,Central,Alpha
42.pdf,Central,Theta
42.pdf,Central,Alpha
42.pdf,Central,Alpha
AA4.pdf,Frontal,Alpha
AA4.pdf,Frontal,Theta
AA4.pdf,Frontal,Alpha
AA4.pdf,Frontal,Beta
AA4.pdf,Frontal,Alpha
AA4.pdf,Central,Alpha
AA4.pdf,Central,Theta
AA4.pdf,Central,Alpha
AA4.pdf,Central,Beta
AA4.pdf,Central,Alpha
AA4.pdf,Motor,Alpha
AA4.pdf,Motor,Theta
AA4.pdf,Motor,Alpha
AA4.pdf,Motor,Beta
AA4.pdf,Motor,Alpha
AA4.pdf,Parietal,Alpha
AA4.pdf,Parietal,Theta
AA4.pdf,Parietal,Alpha
AA4.pdf,Parietal,Beta
AA4.pdf,Parietal,Alpha
AA4.pdf,Temporal,Alpha
AA4.pdf,Temporal,Theta
AA4.pdf,Temporal,Alpha
AA4.pdf,Temporal,Beta
AA4.pdf,Temporal,Alpha
AA4.pdf,Occipital,Alpha
AA4.pdf,Occipital,Theta
AA4.pdf,Occipital,Alpha
AA4.pdf,Occipital,Beta
AA4.pdf,Occipital,Alpha
AA4.pdf,NO LOCATION,Alpha
AA4.pdf,NO LOCATION,Theta
AA4.pdf,NO LOCATION,Alpha
AA4.pdf,NO LOCATION,Beta
AA4.pdf,NO LOCATION,Alpha
AA4.pdf,"As per the instructions, we map the given locations to the corresponding brain regions. We ensure that each line follows the format: ""Location",Alpha
AA5.pdf,Frontal,Alpha
AA5.pdf,Frontal,Alpha
AA5.pdf,Temporal,Alpha
AA5.pdf,Temporal,Alpha
AA5.pdf,Scalp,Alpha
AA5.pdf,Scalp,Alpha
AA5.pdf,Scalp,Theta
AA5.pdf,Scalp,Beta
AA5.pdf,Scalp,Alpha
45.pdf,Frontal,Alpha
45.pdf,Frontal,Alpha
45.pdf,Frontal,Alpha
45.pdf,Frontal,Theta
45.pdf,Frontal,Beta
45.pdf,Central,Alpha
45.pdf,Central,Alpha
45.pdf,Central,Alpha
45.pdf,Central,Theta
45.pdf,Central,Beta
45.pdf,Motor,Alpha
45.pdf,Motor,Alpha
45.pdf,Motor,Alpha
45.pdf,Motor,Theta
45.pdf,Motor,Beta
45.pdf,Parietal,Alpha
45.pdf,Parietal,Alpha
45.pdf,Parietal,Alpha
45.pdf,Parietal,Theta
45.pdf,Parietal,Beta
45.pdf,Temporal,Alpha
45.pdf,Temporal,Alpha
45.pdf,Temporal,Alpha
45.pdf,Temporal,Theta
45.pdf,Temporal,Beta
45.pdf,Occipital,Alpha
45.pdf,Occipital,Alpha
45.pdf,Occipital,Alpha
45.pdf,Occipital,Theta
45.pdf,Occipital,Beta
38.pdf,Anterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Theta
38.pdf,Anterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Beta
38.pdf,Anterior Cingulate,Alpha
38.pdf,Temporal Cortex,Alpha
38.pdf,Temporal Cortex,Theta
38.pdf,Temporal Cortex,Alpha
38.pdf,Temporal Cortex,Beta
38.pdf,Temporal Cortex,Alpha
38.pdf,Frontal Network,Alpha
38.pdf,Frontal Network,Theta
38.pdf,Frontal Network,Alpha
38.pdf,Frontal Network,Beta
38.pdf,Frontal Network,Alpha
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior and Posterior Cingulate,Theta
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior and Posterior Cingulate,Beta
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Theta
38.pdf,Anterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Beta
38.pdf,Anterior Cingulate,Alpha
38.pdf,Temporal Cortex,Alpha
38.pdf,Temporal Cortex,Theta
38.pdf,Temporal Cortex,Alpha
38.pdf,Temporal Cortex,Beta
38.pdf,Temporal Cortex,Alpha
38.pdf,Frontal Network,Alpha
38.pdf,Frontal Network,Theta
38.pdf,Frontal Network,Alpha
38.pdf,Frontal Network,Beta
38.pdf,Frontal Network,Alpha
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior and Posterior Cingulate,Theta
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior and Posterior Cingulate,Beta
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Theta
38.pdf,Anterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Beta
38.pdf,Anterior Cingulate,Alpha
38.pdf,Temporal Cortex,Alpha
38.pdf,Temporal Cortex,Theta
38.pdf,Temporal Cortex,Alpha
38.pdf,Temporal Cortex,Beta
38.pdf,Temporal Cortex,Alpha
38.pdf,Frontal Network,Alpha
38.pdf,Frontal Network,Theta
38.pdf,Frontal Network,Alpha
38.pdf,Frontal Network,Beta
38.pdf,Frontal Network,Alpha
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior and Posterior Cingulate,Theta
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior and Posterior Cingulate,Beta
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Theta
38.pdf,Anterior Cingulate,Alpha
38.pdf,Anterior Cingulate,Beta
38.pdf,Anterior Cingulate,Alpha
38.pdf,Temporal Cortex,Alpha
38.pdf,Temporal Cortex,Theta
38.pdf,Temporal Cortex,Alpha
38.pdf,Temporal Cortex,Beta
38.pdf,Temporal Cortex,Alpha
38.pdf,Frontal Network,Alpha
38.pdf,Frontal Network,Theta
38.pdf,Frontal Network,Alpha
38.pdf,Frontal Network,Beta
38.pdf,Frontal Network,Alpha
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior and Posterior Cingulate,Theta
38.pdf,Anterior and Posterior Cingulate,Alpha
38.pdf,Anterior and Posterior Cingulate,Beta
38.pdf,Anterior and Posterior Cingulate,Alpha
AA9.pdf,Auditory cortex,Alpha
AA9.pdf,Hippocampus,Alpha
AA9.pdf,Auditory cortex,Alpha
AA9.pdf,Hippocampus,Alpha
AA9.pdf,Auditory cortex,Theta
AA9.pdf,Hippocampus,Theta
AA9.pdf,Auditory cortex,Alpha
AA9.pdf,Auditory cortex,Beta
AA9.pdf,Auditory cortex,Alpha
AA9.pdf,Hippocampus,Alpha
AA9.pdf,Hippocampus,Beta
AA9.pdf,Hippocampus,Alpha
AA9.pdf,NO LOCATION,Alpha
AA9.pdf,NO LOCATION,Theta
AA9.pdf,NO LOCATION,Alpha
AA9.pdf,NO LOCATION,Beta
AA9.pdf,NO LOCATION,Alpha
AA9.pdf,"- The output follows the specified format, with each line having one Location",Alpha
AA9.pdf,"output.append(f""{location}",Alpha
AA9.pdf,"output.append(f""{location}",Alpha
AA9.pdf,"output.append(f""{location}",Alpha
AA9.pdf,"output.append(f""NO LOCATION",Alpha
AA9.pdf,Auditory cortex,Alpha
AA9.pdf,Hippocampus,Alpha
AA9.pdf,Auditory cortex,Alpha
AA9.pdf,Hippocampus,Alpha
AA9.pdf,Auditory cortex,Theta
AA9.pdf,Hippocampus,Theta
AA9.pdf,Auditory cortex,Alpha
AA9.pdf,Auditory cortex,Beta
AA9.pdf,Auditory cortex,Alpha
AA9.pdf,Hippocampus,Alpha
AA9.pdf,Hippocampus,Beta
AA9.pdf,Hippocampus,Alpha
AA9.pdf,NO LOCATION,Alpha
AA9.pdf,NO LOCATION,Theta
AA9.pdf,NO LOCATION,Alpha
AA9.pdf,NO LOCATION,Beta
AA9.pdf,NO LOCATION,Alpha
AA9.pdf,"- Ensure that each line follows the format: ""Location",Alpha
AA2.pdf,Frontal,Alpha
AA2.pdf,Frontal,Theta
AA2.pdf,Frontal,Alpha
AA2.pdf,Frontal,Beta
AA2.pdf,Frontal,Alpha
47.pdf,Frontal,Alpha
47.pdf,Frontal,Theta
47.pdf,Frontal,Alpha
47.pdf,Frontal,Beta
47.pdf,Frontal,Alpha
47.pdf,Central,Alpha
47.pdf,Central,Theta
47.pdf,Central,Alpha
47.pdf,Central,Beta
47.pdf,Central,Alpha
47.pdf,Motor,Alpha
47.pdf,Motor,Theta
47.pdf,Motor,Alpha
47.pdf,Motor,Beta
47.pdf,Motor,Alpha
47.pdf,Parietal,Alpha
47.pdf,Parietal,Theta
47.pdf,Parietal,Alpha
47.pdf,Parietal,Beta
47.pdf,Parietal,Alpha
47.pdf,Temporal,Alpha
47.pdf,Temporal,Theta
47.pdf,Temporal,Alpha
47.pdf,Temporal,Beta
47.pdf,Temporal,Alpha
47.pdf,Occipital,Alpha
47.pdf,Occipital,Theta
47.pdf,Occipital,Alpha
47.pdf,Occipital,Beta
47.pdf,Occipital,Alpha
47.pdf,ECoG,Alpha
47.pdf,ECoG,Theta
47.pdf,ECoG,Alpha
47.pdf,ECoG,Beta
47.pdf,ECoG,Alpha
47.pdf,MEG,Alpha
47.pdf,MEG,Theta
47.pdf,MEG,Alpha
47.pdf,MEG,Beta
47.pdf,MEG,Alpha
47.pdf,Electro-corticography (ECoG),Alpha
47.pdf,Electro-corticography (ECoG),Theta
47.pdf,Electro-corticography (ECoG),Alpha
47.pdf,Electro-corticography (ECoG),Beta
47.pdf,Electro-corticography (ECoG),Alpha
AA3.pdf,Channel 1,Alpha
AA3.pdf,Channel 1,Beta
AA3.pdf,Channel 1,Theta
AA3.pdf,Channel 2,Alpha
AA3.pdf,Channel 2,Beta
AA3.pdf,Channel 2,Theta
AA3.pdf,Channel 3,Alpha
AA3.pdf,Channel 3,Beta
AA3.pdf,Channel 3,Theta
AA3.pdf,Channel 4,Alpha
AA3.pdf,Channel 4,Beta
AA3.pdf,Channel 4,Theta
AA3.pdf,Channel 5,Alpha
AA3.pdf,Channel 5,Beta
AA3.pdf,Channel 5,Theta
AA3.pdf,Channel 6,Alpha
AA3.pdf,Channel 6,Beta
AA3.pdf,Channel 6,Theta
AA3.pdf,Channel 7,Alpha
AA3.pdf,Channel 7,Beta
AA3.pdf,Channel 7,Theta
AA3.pdf,Channel 8,Alpha
AA3.pdf,Channel 8,Beta
AA3.pdf,Channel 8,Theta
AA3.pdf,Channel 9,Alpha
AA3.pdf,Channel 9,Beta
AA3.pdf,Channel 9,Theta
AA3.pdf,Channel 10,Beta
AA3.pdf,Channel 10,Alpha
AA3.pdf,Channel 11,Alpha
AA3.pdf,Channel 11,Alpha
AA3.pdf,W1,Alpha
AA3.pdf,W1,Beta
AA3.pdf,W1,Theta
AA3.pdf,W2,Alpha
AA3.pdf,W2,Beta
AA3.pdf,W2,Theta
AA3.pdf,W3,Alpha
AA3.pdf,W3,Beta
AA3.pdf,W3,Theta
AA3.pdf,W4,Alpha
AA3.pdf,W4,Beta
AA3.pdf,W4,Theta
AA3.pdf,W5,Alpha
AA3.pdf,W5,Beta
AA3.pdf,W5,Theta
AA3.pdf,W6,Alpha
AA3.pdf,W6,Beta
AA3.pdf,W6,Theta
AA3.pdf,W7,Alpha
AA3.pdf,W7,Beta
AA3.pdf,W7,Theta
AA3.pdf,W8,Alpha
AA3.pdf,W8,Beta
AA3.pdf,W8,Theta
AA3.pdf,W9,Alpha
AA3.pdf,W9,Beta
AA3.pdf,W9,Theta
AA3.pdf,W10,Alpha
AA3.pdf,W10,Beta
AA3.pdf,W10,Theta
AA3.pdf,W11,Alpha
AA3.pdf,W11,Beta
AA3.pdf,W11,Theta
AA3.pdf,W12,Alpha
AA3.pdf,W12,Beta
AA3.pdf,W12,Theta
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Beta
AA3.pdf,NO LOCATION,Theta
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Beta
AA3.pdf,NO LOCATION,Theta
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Beta
AA3.pdf,NO LOCATION,Theta
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Beta
AA3.pdf,NO LOCATION,Theta
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Beta
AA3.pdf,NO LOCATION,Theta
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Beta
AA3.pdf,NO LOCATION,Theta
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Beta
AA3.pdf,NO LOCATION,Theta
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA3.pdf,NO LOCATION,Alpha
AA7.pdf,Frontal,Beta
AA7.pdf,Frontal,Alpha
AA7.pdf,Frontal,Theta
AA7.pdf,Frontal,Alpha
AA7.pdf,Frontal,Beta
AA7.pdf,Central,Beta
AA7.pdf,Central,Alpha
AA7.pdf,Central,Theta
AA7.pdf,Central,Alpha
AA7.pdf,Central,Beta
AA7.pdf,Motor,Beta
AA7.pdf,Motor,Alpha
AA7.pdf,Motor,Theta
AA7.pdf,Motor,Alpha
AA7.pdf,Motor,Beta
AA7.pdf,Parietal,Beta
AA7.pdf,Parietal,Alpha
AA7.pdf,Parietal,Theta
AA7.pdf,Parietal,Alpha
AA7.pdf,Parietal,Beta
AA7.pdf,Temporal,Beta
AA7.pdf,Temporal,Alpha
AA7.pdf,Temporal,Theta
AA7.pdf,Temporal,Alpha
AA7.pdf,Temporal,Beta
AA7.pdf,Occipital,Beta
AA7.pdf,Occipital,Alpha
AA7.pdf,Occipital,Theta
AA7.pdf,Occipital,Alpha
AA7.pdf,Occipital,Beta
39.pdf,Frontal,Alpha
39.pdf,Central,Alpha
39.pdf,Motor,Alpha
39.pdf,Parietal,Alpha
39.pdf,Temporal,Alpha
39.pdf,Occipital,Alpha
39.pdf,Frontal,Alpha
39.pdf,Central,Alpha
39.pdf,Motor,Alpha
39.pdf,Parietal,Alpha
39.pdf,Temporal,Alpha
39.pdf,Occipital,Alpha
39.pdf,Frontal,Theta
39.pdf,Central,Theta
39.pdf,Motor,Theta
39.pdf,Parietal,Theta
39.pdf,Temporal,Theta
39.pdf,Occipital,Theta
43.pdf,Frontal,Alpha
43.pdf,Frontal,Theta
43.pdf,Frontal,Alpha
43.pdf,Frontal,Beta
43.pdf,Frontal,Alpha
43.pdf,Central,Alpha
43.pdf,Central,Theta
43.pdf,Central,Alpha
43.pdf,Central,Beta
43.pdf,Central,Alpha
43.pdf,Motor,Alpha
43.pdf,Motor,Theta
43.pdf,Motor,Alpha
43.pdf,Motor,Beta
43.pdf,Motor,Alpha
43.pdf,Parietal,Alpha
43.pdf,Parietal,Theta
43.pdf,Parietal,Alpha
43.pdf,Parietal,Beta
43.pdf,Parietal,Alpha
43.pdf,Temporal,Alpha
43.pdf,Temporal,Theta
43.pdf,Temporal,Alpha
43.pdf,Temporal,Beta
43.pdf,Temporal,Alpha
43.pdf,Occipital,Alpha
43.pdf,Occipital,Theta
43.pdf,Occipital,Alpha
43.pdf,Occipital,Beta
43.pdf,Occipital,Alpha
43.pdf,Auditory processing areas,Alpha
43.pdf,Auditory processing areas,Theta
43.pdf,Auditory processing areas,Alpha
43.pdf,Auditory processing areas,Beta
43.pdf,Auditory processing areas,Alpha
43.pdf,Unattended directions of sound,Alpha
43.pdf,Unattended directions of sound,Theta
43.pdf,Unattended directions of sound,Alpha
43.pdf,Unattended directions of sound,Beta
43.pdf,Unattended directions of sound,Alpha
43.pdf,Top-down attention-related mechanism,Alpha
43.pdf,Top-down attention-related mechanism,Theta
43.pdf,Top-down attention-related mechanism,Alpha
43.pdf,Top-down attention-related mechanism,Beta
43.pdf,Top-down attention-related mechanism,Alpha
43.pdf,Oculomotor action,Alpha
43.pdf,Oculomotor action,Theta
43.pdf,Oculomotor action,Alpha
43.pdf,Oculomotor action,Beta
43.pdf,Oculomotor action,Alpha
43.pdf,Auditory attention,Alpha
43.pdf,Auditory attention,Theta
43.pdf,Auditory attention,Alpha
43.pdf,Auditory attention,Beta
43.pdf,Auditory attention,Alpha
43.pdf,Left auditory attention,Alpha
AA6.pdf,Frontal,Alpha
AA6.pdf,Central,Alpha
AA6.pdf,Frontal,Alpha
AA6.pdf,Frontal,Theta
AA6.pdf,Frontal,Alpha
AA6.pdf,Frontal,Beta
AA6.pdf,Frontal,Alpha
AA6.pdf,Central,Alpha
AA6.pdf,Central,Theta
AA6.pdf,Central,Alpha
AA6.pdf,Central,Beta
AA6.pdf,Central,Alpha
AA6.pdf,Motor,Alpha
AA6.pdf,Motor,Theta
AA6.pdf,Motor,Alpha
AA6.pdf,Motor,Beta
AA6.pdf,Motor,Alpha
AA6.pdf,Parietal,Alpha
AA6.pdf,Parietal,Theta
AA6.pdf,Parietal,Alpha
AA6.pdf,Parietal,Beta
AA6.pdf,Parietal,Alpha
AA6.pdf,Temporal,Alpha
AA6.pdf,Temporal,Theta
AA6.pdf,Temporal,Alpha
AA6.pdf,Temporal,Beta
AA6.pdf,Temporal,Alpha
AA6.pdf,Occipital,Alpha
AA6.pdf,Occipital,Theta
AA6.pdf,Occipital,Alpha
AA6.pdf,Occipital,Beta
AA6.pdf,Occipital,Alpha
AA6.pdf,NO LOCATION,Alpha
AA6.pdf,NO LOCATION,Theta
AA6.pdf,NO LOCATION,Alpha
AA6.pdf,NO LOCATION,Beta
AA6.pdf,NO LOCATION,Alpha
AA6.pdf,"""Ipsilateral",Alpha
AA6.pdf,"""Contralateral",Alpha
AA6.pdf,"""Ipsilateral",Alpha
AA6.pdf,"""Ipsilateral",Theta
AA6.pdf,"""Ipsilateral",Alpha
AA6.pdf,"""Ipsilateral",Beta
AA6.pdf,"""Ipsilateral",Alpha
AA6.pdf,"""Contralateral",Alpha
AA6.pdf,"""Contralateral",Theta
AA6.pdf,"""Contralateral",Alpha
AA6.pdf,"""Contralateral",Beta
AA6.pdf,"""Contralateral",Alpha
AA6.pdf,"""NO LOCATION",Alpha
AA6.pdf,"""NO LOCATION",Theta
AA6.pdf,"""NO LOCATION",Alpha
AA6.pdf,"""NO LOCATION",Beta
AA6.pdf,"""NO LOCATION",Alpha
AA6.pdf,"print(""Frontal",Alpha
AA6.pdf,"print(""Frontal",Alpha
AA6.pdf,"print(""Frontal",Theta
AA6.pdf,"print(""Frontal",Beta
AA6.pdf,"print(""Frontal",Alpha
AA6.pdf,"print(""Central",Alpha
AA6.pdf,"print(""Central",Alpha
AA6.pdf,"print(""Central",Theta
AA6.pdf,"print(""Central",Beta
AA6.pdf,"print(""Central",Alpha
AA6.pdf,"print(""NO LOCATION",Alpha
AA6.pdf,"print(""NO LOCATION",Theta
AA6.pdf,"print(""NO LOCATION",Alpha
AA6.pdf,"print(""NO LOCATION",Beta
AA6.pdf,"print(""NO LOCATION",Alpha
AA6.pdf,Frontal,Alpha
AA6.pdf,Central,Alpha
AA6.pdf,Frontal,Alpha
AA6.pdf,Frontal,Theta
AA6.pdf,Frontal,Alpha
AA6.pdf,Frontal,Beta
AA6.pdf,Frontal,Alpha
AA6.pdf,Central,Alpha
AA6.pdf,Central,Theta
AA6.pdf,Central,Alpha
AA6.pdf,Central,Beta
AA6.pdf,Central,Alpha
AA6.pdf,NO LOCATION,Alpha
AA6.pdf,NO LOCATION,Theta
AA6.pdf,NO LOCATION,Alpha
AA6.pdf,NO LOCATION,Beta
AA6.pdf,NO LOCATION,Alpha
54.pdf,Frontal,Alpha
54.pdf,Frontal,Theta
54.pdf,Frontal,Alpha
54.pdf,Frontal,Beta
54.pdf,Central,Alpha
54.pdf,Central,Theta
54.pdf,Central,Alpha
54.pdf,Central,Beta
54.pdf,Motor,Alpha
54.pdf,Motor,Theta
54.pdf,Motor,Alpha
54.pdf,Motor,Beta
54.pdf,Parietal,Alpha
54.pdf,Parietal,Theta
54.pdf,Parietal,Alpha
54.pdf,Parietal,Beta
54.pdf,Temporal,Alpha
54.pdf,Temporal,Theta
54.pdf,Temporal,Alpha
54.pdf,Temporal,Beta
54.pdf,Occipital,Alpha
54.pdf,Occipital,Theta
54.pdf,Occipital,Alpha
54.pdf,Occipital,Beta
52.pdf,Default Mode Network,Alpha
52.pdf,Default Mode Network,Theta
52.pdf,Default Mode Network,Alpha
52.pdf,Default Mode Network,Beta
52.pdf,Default Mode Network,Alpha
52.pdf,Dorsal Attention Network,Alpha
52.pdf,Dorsal Attention Network,Theta
52.pdf,Dorsal Attention Network,Alpha
52.pdf,Dorsal Attention Network,Beta
52.pdf,Dorsal Attention Network,Alpha
52.pdf,Medial Prefrontal Cortex,Alpha
52.pdf,Medial Prefrontal Cortex,Theta
52.pdf,Medial Prefrontal Cortex,Alpha
52.pdf,Medial Prefrontal Cortex,Beta
52.pdf,Medial Prefrontal Cortex,Alpha
52.pdf,Posterior Cingulate,Alpha
52.pdf,Posterior Cingulate,Theta
52.pdf,Posterior Cingulate,Alpha
52.pdf,Posterior Cingulate,Beta
52.pdf,Posterior Cingulate,Alpha
52.pdf,Medial Temporal Lobes,Alpha
52.pdf,Medial Temporal Lobes,Theta
52.pdf,Medial Temporal Lobes,Alpha
52.pdf,Medial Temporal Lobes,Beta
52.pdf,Medial Temporal Lobes,Alpha
52.pdf,Posterior Inferior Parietal Cortex,Alpha
52.pdf,Posterior Inferior Parietal Cortex,Theta
52.pdf,Posterior Inferior Parietal Cortex,Alpha
52.pdf,Posterior Inferior Parietal Cortex,Beta
52.pdf,Posterior Inferior Parietal Cortex,Alpha
IEA1.pdf,Frontal,Alpha
IEA1.pdf,Frontal,Theta
IEA1.pdf,Frontal,Alpha
IEA1.pdf,Frontal,Beta
IEA1.pdf,Frontal,Alpha
IEA1.pdf,Occipital,Alpha
IEA1.pdf,Occipital,Theta
IEA1.pdf,Occipital,Alpha
IEA1.pdf,Occipital,Beta
IEA1.pdf,Occipital,Alpha
IEA1.pdf,Central,Alpha
IEA1.pdf,Central,Theta
IEA1.pdf,Central,Alpha
IEA1.pdf,Central,Beta
IEA1.pdf,Central,Alpha
IEA1.pdf,Motor,Alpha
IEA1.pdf,Motor,Theta
IEA1.pdf,Motor,Alpha
IEA1.pdf,Motor,Beta
IEA1.pdf,Motor,Alpha
IEA1.pdf,Parietal,Alpha
IEA1.pdf,Parietal,Theta
IEA1.pdf,Parietal,Alpha
IEA1.pdf,Parietal,Beta
IEA1.pdf,Parietal,Alpha
IEA1.pdf,Temporal,Alpha
IEA1.pdf,Temporal,Theta
IEA1.pdf,Temporal,Alpha
IEA1.pdf,Temporal,Beta
IEA1.pdf,Temporal,Alpha
IEA1.pdf,"""Frontal region",Alpha
IEA1.pdf,"""Frontal region",Alpha
IEA1.pdf,"""Frontal region",Beta
IEA1.pdf,"""Frontal region",Alpha
IEA1.pdf,"""Occipital region",Alpha
IEA1.pdf,"""Occipital region",Theta
IEA1.pdf,"""Occipital region",Alpha
IEA1.pdf,"""Occipital region",Beta
IEA1.pdf,"""Occipital region",Alpha
IEA1.pdf,"""Other regions",Alpha
IEA1.pdf,"""Other regions",Theta
IEA1.pdf,"""Other regions",Alpha
IEA1.pdf,"""Other regions",Beta
IEA1.pdf,"""Other regions",Alpha
IEA1.pdf,"match = re.match(r""(\w+) region",Alpha
IEA1.pdf,"print(f""{region}",Alpha
IEA1.pdf,"#     print(f""{region}",Alpha
53.pdf,Frontal,Alpha
53.pdf,Frontal,Beta
53.pdf,Frontal,Alpha
53.pdf,Frontal,Theta
53.pdf,Frontal,Alpha
53.pdf,Central,Alpha
53.pdf,Central,Beta
53.pdf,Central,Alpha
53.pdf,Central,Theta
53.pdf,Central,Alpha
53.pdf,Motor,Alpha
53.pdf,Motor,Beta
53.pdf,Motor,Alpha
53.pdf,Motor,Theta
53.pdf,Motor,Alpha
53.pdf,Parietal,Alpha
53.pdf,Parietal,Beta
53.pdf,Parietal,Alpha
53.pdf,Parietal,Theta
53.pdf,Parietal,Alpha
53.pdf,Temporal,Alpha
53.pdf,Temporal,Beta
53.pdf,Temporal,Alpha
53.pdf,Temporal,Theta
53.pdf,Temporal,Alpha
53.pdf,Occipital,Alpha
53.pdf,Occipital,Beta
53.pdf,Occipital,Alpha
53.pdf,Occipital,Theta
53.pdf,Occipital,Alpha
53.pdf,NO LOCATION,Alpha
53.pdf,NO LOCATION,Alpha
53.pdf,NO LOCATION,Theta
53.pdf,NO LOCATION,Beta
53.pdf,NO LOCATION,Alpha
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Theta
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Beta
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Alpha
IEA3.pdf,Motor,Alpha
IEA3.pdf,Motor,Alpha
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Parietal,Theta
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Parietal,Beta
IEA3.pdf,Temporal,Alpha
IEA3.pdf,Temporal,Alpha
IEA3.pdf,Occipital,Alpha
IEA3.pdf,Occipital,Theta
IEA3.pdf,Occipital,Alpha
IEA3.pdf,Occipital,Beta
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Theta
IEA3.pdf,Central,Alpha
IEA3.pdf,Central,Beta
IEA3.pdf,Motor,Alpha
IEA3.pdf,Motor,Theta
IEA3.pdf,Motor,Alpha
IEA3.pdf,Motor,Beta
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Parietal,Alpha
IEA3.pdf,Temporal,Alpha
IEA3.pdf,Temporal,Theta
IEA3.pdf,Temporal,Alpha
IEA3.pdf,Temporal,Beta
IEA3.pdf,Occipital,Alpha
IEA3.pdf,Occipital,Alpha
IEA3.pdf,Frontal,Alpha
IEA3.pdf,Frontal,Theta
IEA3.pdf,Frontal,Alpha
